Nom;Liste des attributs;Identifiant produit;ean13;Nom catégorie par défaut;wholesale_price;Prix de vente HT;Prix de vente TTC avant remises;Montant de la remise;Prix barré TTC;Prix de vente TTC final;;Identifiant déclinaison;ean13 décl.;Référence déclinaison;Impact sur prix de vente (HT/TTC suivant PS version);Impact sur prix de vente TTC
TRIO 2 ICE PECHE  TROPEZ/TROPEZ;;1475;2004668492786;TRIO PACK;6,520000;17,333333;20,80;;20,80;20,80;;;;;;
TRIO 2 ICE PECHE + 2 VN TROPEZ;;1476;2060455847833;TRIO PACK;6,410000;15,666667;18,80;;18,80;18,80;;;;;;
TRIO 2 VN CANNES + 2 ICE PECHE;;1477;2038534799914;TRIO PACK;;15,666667;18,80;;18,80;18,80;;;;;;
TRIO 2VN CLEAR TROP+MAX+1 UP 37.5;;1478;2073563619369;TRIO PACK;10,710000;20,833333;25,00;;25,00;25,00;;;;;;
TRIO 3 BLONDE;;1479;2021973534963;TRIO PACK;8,350000;13,083333;15,70;;15,70;15,70;;;;;;
TRIO BK HARLEY ICE;;1480;;TRIO PACK;9,200000;20,666667;24,80;;24,80;24,80;;;;;;
TRIO BLANC ICE GRIMAUD;;1481;2067626871283;TRIO PACK;6,610000;16,500000;19,80;;19,80;19,80;;;;;;
TRIO BLANC UP GRIMAUD;;1482;2042141369439;TRIO PACK;9,110000;21,666667;26,00;;26,00;26,00;;;;;;
TRIO DOMAINE TRZ /  VN TROPEZ/TROPEZ;;1483;2016889314228;TRIO PACK;8,700000;23,333333;28,00;;28,00;28,00;;;;;;
TRIO DOMAINE TRZ / VN TROPEZ/CANNES;;1484;2035361781570;TRIO PACK;8,700000;23,333333;28,00;;28,00;28,00;;;;;;
TRIO DOMAINE TRZ / VN TROPEZ/CAVALAIRE;;1485;2084823513150;TRIO PACK;8,700000;23,333333;28,00;;28,00;28,00;;;;;;
TRIO DOMAINE TRZ / VN TROPEZ/MAXIME;;1486;2041736976717;TRIO PACK;8,700000;23,333333;28,00;;28,00;28,00;;;;;;
TRIO DOMAINE TRZ / VN TROPEZ/PG;;1487;2011999966244;TRIO PACK;8,700000;23,333333;28,00;;28,00;28,00;;;;;;
TRIO OURSON BLEU + CASQUETTE PANO ENFANT;;1488;2030449740326;TRIO PACK;10,640000;27,500000;33,00;;33,00;33,00;;;;;;
TRIO OURSON ROSE + CASQUETTE GLITTER ENFANT;;1489;2038538879261;TRIO PACK;10,640000;27,500000;33,00;;33,00;33,00;;;;;;
TRIO PASTIS CITADELLE GIVRE 1212;;1490;2087404316270;TRIO PACK;18,540000;35,833333;43,00;;43,00;43,00;;;;;;
TRIO PASTIS CITADELLE GIVRE TROPEZ;;1491;2087404316270;TRIO PACK;18,540000;35,833333;43,00;;43,00;43,00;;;;;;
TRIO PASTIS CITADELLE TUBE BLANC TROPEZ;;1492;2087404316270;TRIO PACK;18,540000;35,833333;43,00;;43,00;43,00;;;;;;
TRIO UP CANNES/TROPEZ;;1493;2030181956269;TRIO PACK;9,120000;22,500000;27,00;;27,00;27,00;;;;;;
TRIO UP CAVALAIRE/TROPEZ;;1494;2003305139695;TRIO PACK;9,120000;22,500000;27,00;;27,00;27,00;;;;;;
TRIO UP GRIMAUD/TROPEZ;;1495;2018306829162;TRIO PACK;9,120000;22,500000;27,00;;27,00;27,00;;;;;;
TRIO UP MAXIME/TROPEZ;;1496;2057699789608;TRIO PACK;9,120000;22,500000;27,00;;27,00;27,00;;;;;;
TRIO UP TROPEZ/TROPEZ;;1497;2055605509388;TRIO PACK;9,120000;22,500000;27,00;;27,00;27,00;;;;;;
TRIO VN BLANC TROP+MAX+1PECHE+1GINGER;;1498;2081801212012;TRIO PACK;6,610000;15,666667;18,80;;18,80;18,80;;;;;;
TRIO VN BLANC TRZ+MAX+1 UP 37.5;;1499;2057699789608;TRIO PACK;10,710000;20,833333;25,00;;25,00;25,00;;;;;;
TRIO VN CANNES & TROPEZ + 1 ICE PECHE + 1 ICE EXO;;1500;2054991055806;TRIO PACK;;15,666667;18,80;;18,80;18,80;;;;;;
TRIO VN CANNES & TROPEZ + 1 UP 37.5 CL;;1501;2030181956269;TRIO PACK;;20,833333;25,00;;25,00;25,00;;;;;;
TRIO VN CANNES & TROPEZ + 2 ICE PECHE;;1502;2040134218054;TRIO PACK;;15,666667;18,80;;18,80;18,80;;;;;;
TRIO VN CLEAR TROP+MAX +1UP ROSE 75;;1503;2094948211282;TRIO PACK;10,710000;25,833333;31,00;;31,00;31,00;;;;;;
TRIO VN CLEAR TROP+MAX+1PECHE+1GINGER;;1504;2040267783696;TRIO PACK;6,610000;15,666667;18,80;;18,80;18,80;;;;;;
TRIO WHITE  TROPEZ/TROPEZ;;1505;2098737081773;TRIO PACK;8,700000;23,333333;28,00;;28,00;28,00;;;;;;
TRIO WHITE CANNES/TROPEZ;;1506;2085769760226;TRIO PACK;8,700000;23,333333;28,00;;28,00;28,00;;;;;;
TRIO WHITE CAVALAIRE/TROPEZ;;1507;2027672774402;TRIO PACK;8,700000;23,333333;28,00;;28,00;28,00;;;;;;
TRIO WHITE MAXIME/TROPEZ;;1508;2042599656655;TRIO PACK;8,700000;23,333333;28,00;;28,00;28,00;;;;;;
TRIO WHITE PORT GRIMAUD/TROPEZ;;1509;2097945621207;TRIO PACK;8,700000;23,333333;28,00;;28,00;28,00;;;;;;
TRIPACK  VIDE ICE EXOTIQUE;;1510;2045426329715;TRIPACK;0,180000;0,208333;0,25;;0,25;0,25;;;;;;
TRIPACK  VIDE ICE PECHE;;1511;2091453813871;TRIPACK;0,180000;0,208333;0,25;;0,25;0,25;;;;;;
TRIPACK VIDE  NO ALCOOL;;1512;2081151168793;TRIPACK;0,180000;0,208333;0,25;;0,25;0,25;;;;;;
TUBE CANNES;;1513;2045142105440;VERRE;1,120000;5,416667;6,50;;6,50;6,50;;;;;;
TUBE CAVALAIRE;;1514;2004959700835;VERRE;1,120000;5,416667;6,50;;6,50;6,50;;;;;;
TUBE CLEAR GIVRE 1212;;1515;2016719851626;VERRE;1,250000;5,416667;6,50;;6,50;6,50;;;;;;
TUBE CLEAR GIVRE TROPEZ;;1516;2015771350337;VERRE;1,250000;5,416667;6,50;;6,50;6,50;;;;;;
TUBE LA CROIX VALMER;;1517;2001907408324;VERRE;1,120000;5,416667;6,50;;6,50;6,50;;;;;;
TUBE LONG DRINK TROPEZ CLEAR;;1518;2031369424297;VERRE;1,320000;5,416667;6,50;;6,50;6,50;;;;;;
TUBE MAXIME;;1519;2090290502795;VERRE;1,120000;5,416667;6,50;;6,50;6,50;;;;;;
TUBE PORT GRIMAUD;;1520;2000802296890;VERRE;1,120000;5,416667;6,50;;6,50;6,50;;;;;;
TUBE RAMATUELLE;;1521;2021205999348;VERRE;1,120000;5,416667;6,50;;6,50;6,50;;;;;;
TUBE TROPEZ ;;1522;2000207228045;VERRE;1,120000;5,416667;6,50;;6,50;6,50;;;;;;
UP BLANC 75;;1523;3760033596860;VIN;7,550000;15,000000;18,00;;18,00;18,00;;;;;;
UP ROSE 150;;1524;3760033597447;VIN;19,250000;35,000000;42,00;;42,00;42,00;;;;;;
UP ROSE 150 LUMINEUX;;1525;3760033597447;VIN;22,750000;40,833333;49,00;;49,00;49,00;;;;;;
UP ROSE 300;;1526;3760033597461;VIN;50,000000;74,166667;89,00;;89,00;89,00;;;;;;
UP ROSE 300 LUMINEUX;;1527;;VIN;55,330000;82,500000;99,00;;99,00;99,00;;;;;;
UP ROSE 37.5;;1528;3760033599427;VIN;5,130000;10,000000;12,00;;12,00;12,00;;;;;;
UP ROSE 600;;1529;3760033598864;VIN;125,000000;208,333333;250,00;;250,00;250,00;;;;;;
UP ROSE 600 LUMINEUX;;1530;;VIN;144,000000;233,333333;280,00;;280,00;280,00;;;;;;
UP ROSE 75;;1531;3760033596679;VIN;7,290000;15,000000;18,00;;18,00;18,00;;;;;;
UP ROUGE 75;;1532;3760033596846;VIN;7,550000;15,000000;18,00;;18,00;18,00;;;;;;
VALISE 6 VN VIDE;;1533;2071278493465;EMBALLAGE;1,200000;0,833333;1,00;;1,00;1,00;;;;;;
VALISETTE 6 BLONDES;;1534;3770004393060;BIERE BT;20,160000;29,500000;35,40;;35,40;35,40;;;;;;
Vasque à champagne  blanche 7 l;;1535;;Accueil;10,130000;25,000000;30,00;;30,00;30,00;;;;;;
VASQUE ANSE MAXIME;;1536;2038961785238;VASQUE ET SEAU;10,130000;37,500000;45,00;;45,00;45,00;;;;;;
VASQUE ANSE TROPEZ;;1537;2094226407826;VASQUE ET SEAU;10,130000;37,500000;45,00;;45,00;45,00;;;;;;
VASQUE ANSE TROPEZ + 12 VN TROPEZ;;1538;2058520773858;COMPOSITION VASQUE;30,410000;102,500000;123,00;18,000000;123,00;105,00;;;;;;
VASQUE ANSE UNI;;1539;2055957633250;VASQUE ET SEAU;11,950000;37,500000;45,00;;45,00;45,00;;;;;;
VASQUE BONGO + 12 BK TROPEZ CLEAR;;1540;2030209853013;COMPOSITION VASQUE;58,310000;132,500000;159,00;18,000000;159,00;141,00;;;;;;
VASQUE BONGO TROPEZ;;1541;2014161123957;VASQUE ET SEAU;22,550000;54,166667;65,00;6,000000;65,00;59,00;;;;;;
VASQUE BULLE TROPEZ;;1542;2067426062577;VASQUE ET SEAU;55,990000;91,666667;110,00;;110,00;110,00;;;;;;
VASQUE BULLE TRZ + 12 SUN 46 CLEAR TRZ;;1543;2065557916707;COMPOSITION VASQUE;88,740000;176,666667;212,00;23,000000;212,00;189,00;;;;;;
VASQUE BULLE TRZ + 6 BALLONS PIEDS COULEUR;;1544;2044006799191;COMPOSITION VASQUE;70,920000;141,666667;170,00;20,000000;170,00;150,00;;;;;;
VASQUE BULLE TRZ + 6 MOJ 45 + 6 BAL CLR TRZ + 6 SUN 38 CLR TRZ;;1545;2033800628127;COMPOSITION VASQUE;97,380000;216,666667;260,00;21,000000;260,00;239,00;;;;;;
VASQUE BULLE UNI;;1546;2087449848132;VASQUE ET SEAU;49,890000;87,500000;105,00;;105,00;105,00;;;;;;
VASQUE DIAMANT + 6 CLUBHOUSE;;1547;2001798168499;COMPOSITION VASQUE;46,340000;104,166667;125,00;10,000000;125,00;115,00;;;;;;
VASQUE DIAMANT + 8 BK COULEURS 2025;;1548;2026560179800;COMPOSITION VASQUE;44,380000;110,833333;133,00;18,000000;133,00;115,00;;;;;;
VASQUE DIAMANT SAINT TROPEZ;;1549;2080677407928;VASQUE ET SEAU;21,660000;54,166667;65,00;;65,00;65,00;;;;;;
VASQUE NICE +BK 2BLEU 2FUSHIA 2VERT 2 JAUNE 4 BLC;;1550;2034514103078;COMPOSITION VASQUE;52,000000;134,166667;161,00;22,000000;161,00;139,00;;;;;;
VASQUE NICE CLEAR TROPEZ;;1551;2029542191722;VASQUE ET SEAU;17,400000;49,166667;59,00;;59,00;59,00;;;;;;
VASQUE NICETROPEZ;;1552;2048610097902;VASQUE ET SEAU;17,400000;49,166667;59,00;;59,00;59,00;;;;;;
VASQUE PLAZZA TROPEZ CLEAR;;1553;2023868083495;VASQUE ET SEAU;23,550000;60,000000;72,00;;72,00;72,00;;;;;;
VASQUE PLAZZA UP CLEAR;;1554;2066618361399;VASQUE ET SEAU;1,000000;60,000000;72,00;;72,00;72,00;;;;;;
VASQUE RONDE VELA + 24 VN TROPEZ;;1555;2040457970295;COMPOSITION VASQUE;54,810000;170,833333;205,00;20,000000;205,00;185,00;;;;;;
VASQUE VELA  + 10 AIR BEACH TROPEZ ;;1556;2010637740529;COMPOSITION VASQUE;43,000000;132,500000;159,00;20,000000;159,00;139,00;;;;;;
VASQUE VELA  + 12 BK TROPEZ;;1557;2034818377502;COMPOSITION VASQUE;51,860000;134,166667;161,00;22,000000;161,00;139,00;;;;;;
VASQUE VELA  + 12 VN VILLAGE 06;;1558;2077098288106;COMPOSITION VASQUE;36,380000;114,166667;137,00;22,000000;137,00;115,00;;;;;;
VASQUE VELA  + 8 AIR BEACH TROPEZ ;;1559;2019312313492;COMPOSITION VASQUE;17,620000;115,833333;139,00;20,000000;139,00;119,00;;;;;;
VASQUE VELA  BLC + 6 AIR BEACH BLC + 6 CROISIERES BLC;;1560;2001453794759;COMPOSITION VASQUE;44,600000;191,666667;230,00;21,000000;230,00;209,00;;;;;;
VASQUE VELA  BLC + 8 BK BLC TRZ + 2 BK OR TRZ;;1561;2017288059147;COMPOSITION VASQUE;55,840000;130,833333;157,00;22,000000;157,00;135,00;;;;;;
VASQUE VELA + 12 VN TROPEZ;;1562;2073514889407;COMPOSITION VASQUE;36,380000;114,166667;137,00;22,000000;137,00;115,00;;;;;;
VASQUE VELA + 6 BK + 6 CROISIERES TROPEZ ;;1563;2001798168499;COMPOSITION VASQUE;46,340000;134,166667;161,00;22,000000;161,00;139,00;;;;;;
VASQUE VELA BLANCHE + 12 CALICES MIXTES;;1564;2028588235087;COMPOSITION VASQUE;36,380000;169,166667;203,00;20,000000;203,00;183,00;;;;;;
VASQUE VELA BLC + 2 PACK 6 BK COULEUR NEW;;1565;2011505810665;COMPOSITION VASQUE;51,860000;134,166667;161,00;22,000000;161,00;139,00;;;;;;
VASQUE VELA CANNES;;1566;2035955579712;VASQUE ET SEAU;16,920000;49,166667;59,00;;59,00;59,00;;;;;;
VASQUE VELA CANNES + 12 BK 06;;1567;2012689413178;COMPOSITION VASQUE;51,860000;134,166667;161,00;22,000000;161,00;139,00;;;;;;
VASQUE VELA CANNES + 12 BK CANNES ;;1568;2030282135914;COMPOSITION VASQUE;51,860000;134,166667;161,00;22,000000;161,00;139,00;;;;;;
VASQUE VELA CLEAR + 12 BK CLEAR TROPEZ;;1569;2082356798396;COMPOSITION VASQUE;54,180000;135,000000;162,00;23,000000;162,00;139,00;;;;;;
VASQUE VELA CLEAR + 12 CALICES MIXTES;;1570;2021039727919;COMPOSITION VASQUE;36,380000;170,000000;204,00;20,000000;204,00;184,00;;;;;;
VASQUE VELA CLEAR TROPEZ;;1571;2036025539315;VASQUE ET SEAU;18,900000;50,000000;60,00;;60,00;60,00;;;;;;
VASQUE VELA CLEAR UNI;;1572;2090133299240;VASQUE ET SEAU;17,300000;50,000000;60,00;;60,00;60,00;;;;;;
VASQUE VELA RONDE CLEAR TROPEZ;;1573;2085004385894;VASQUE ET SEAU;15,820000;40,833333;49,00;;49,00;49,00;;;;;;
VASQUE VELA RONDE TROPEZ;;1574;2089839656754;VASQUE ET SEAU;14,250000;40,833333;49,00;;49,00;49,00;;;;;;
VASQUE VELA TROPEZ;;1575;2004572457307;VASQUE ET SEAU;16,100000;49,166667;59,00;;59,00;59,00;;;;;;
VASQUE VELA UNI;;1576;2073567763594;VASQUE ET SEAU;14,500000;49,166667;59,00;;59,00;59,00;;;;;;
VASQUE VICTORIA CLEAR TROPEZ;;1577;2031158520650;VASQUE ET SEAU;15,370000;45,833333;55,00;;55,00;55,00;;;;;;
VASQUE VICTORIA ILY;;1578;2034343272846;VASQUE ET SEAU;13,150000;45,833333;55,00;;55,00;55,00;;;;;;
VASQUE VICTORIA TROPEZ;;1579;2027023494744;VASQUE ET SEAU;15,370000;45,833333;55,00;;55,00;55,00;;;;;;
VERRE BULLE ;;1580;2059339341559;VERRE;4,080000;10,000000;12,00;;12,00;12,00;;;;;;
VERRE LAMBORGHINI GRAVEE;;1581;2050678648767;VERRE;2,760000;8,333333;10,00;;10,00;10,00;;;;;;
VERRE PASTIS 12X12;;1582;2052707884627;VERRE;2,760000;7,083333;8,50;;8,50;8,50;;;;;;
VERRE SERIG BLANC BLONDE;;1583;2000865513637;VERRE;2,550000;8,333333;10,00;;10,00;10,00;;;;;;
VERRE SERIG NOIR BLONDE;;1584;2091201910043;VERRE;2,550000;8,333333;10,00;;10,00;10,00;;;;;;
VERRE VN POUR DEVIS;;1585;;Accueil;;2,916667;3,50;;3,50;3,50;;;;;;
VERTICAL BEACH OPTIQUE SANS LOGO UNI;;1586;2052323213870;VERRE;2,850000;7,083333;8,50;;8,50;8,50;;;;;;
VERTICAL BEACH OPTIQUE TROPEZ;;1587;2052323213870;VERRE;2,850000;7,083333;8,50;;8,50;8,50;;;;;;
VERTICAL PARTY BEACH ;;1588;2017428377735;VERRE;4,430000;10,000000;12,00;;12,00;12,00;;;;;;
VERTICAL PARTY BEACH CLEAR;;1589;2017438377735;VERRE;4,430000;10,000000;12,00;;12,00;12,00;;;;;;
VICTORIA + 10 VN 83 ;;1590;2086827886834;COMPOSITION VASQUE;31,900000;100,000000;120,00;21,000000;120,00;99,00;;;;;;
VICTORIA + 6 SUNSET + 6 EASY CLIP;;1591;2047818618391;COMPOSITION VASQUE;35,710000;113,333333;136,00;17,000000;136,00;119,00;;;;;;
VICTORIA + 8 AIR BEACH ;;1592;2073437594693;COMPOSITION VASQUE;36,520000;112,500000;135,00;20,000000;135,00;115,00;;;;;;
VICTORIA BLC TRZ + 6 BK BLC TRZ + 2 BK TROPEZ OR;;1593;2022682437958;COMPOSITION VASQUE;48,780000;113,333333;136,00;21,000000;136,00;115,00;;;;;;
VICTORIA BLC TRZ + 6 SUN 38 BLC TRZ + 6 SUN 38 CLR TRZ;;1594;2041740934369;COMPOSITION VASQUE;50,280000;130,833333;157,00;18,000000;157,00;139,00;;;;;;
VICTORIA TROPEZ + 12 BK TROPEZ;;1595;2096779437374;COMPOSITION VASQUE;48,780000;130,833333;157,00;22,000000;157,00;135,00;;;;;;
VICTORIA TROPEZ + 6 BK TROPEZ + 6 CROISIERE TROPEZ;;1596;2078648365261;COMPOSITION VASQUE;45,240000;130,833333;157,00;22,000000;157,00;135,00;;;;;;
VICTORIA TROPEZ + 8 BK TROPEZ ;;1597;2016296476137;COMPOSITION VASQUE;38,940000;102,500000;123,00;18,000000;123,00;105,00;;;;;;
VIDE POCHE BIG;;1598;2092913940069;ART DE LA TABLE;4,000000;10,000000;12,00;;12,00;12,00;;;;;;
VIDE POCHE MEDIUM;;1599;2070488688258;ART DE LA TABLE;4,500000;8,333333;10,00;;10,00;10,00;;;;;;
VIDE POCHE SMALL;;1600;2091625447927;ART DE LA TABLE;3,000000;8,333333;10,00;;10,00;10,00;;;;;;
VIN BLUE LUXE;;1601;8032738621266;VIN;27,540000;43,333333;52,00;;52,00;52,00;;;;;;
VIN ORO LUXE;;1602;2099435891442;VIN;24,480000;40,000000;48,00;;48,00;48,00;;;;;;
VIN ROSATO LUXE;;1603;2037890021684;VIN;12,550000;21,666667;26,00;;26,00;26,00;;;;;;
VIN ROSSO LUXE;;1604;2069876568616;VIN;22,950000;40,000000;48,00;;48,00;48,00;;;;;;
VIN TITANE LUXE;;1605;8032738621280;VIN;32,200000;48,333333;58,00;;58,00;58,00;;;;;;
VN 29.5 cl Gradué à 25 cl;;1606;;Accueil;1,600000;4,000000;4,80;;4,80;4,80;;;;;;
VN BLANC   NOEL;;1607;2009628437142;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC 18   UNI;;1608;2048511440944;VERRE;1,490000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC 25   UNI;;1609;2089494574288;VERRE;1,490000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC 25   UP;;1610;2025610177841;VERRE;1,490000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC CANNES;;1611;2008159018806;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC CAVALAIRE;;1612;2087516449941;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC COCHE;;1613;2033782564307;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC COGOLIN;;1614;2094059480423;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC FREJUS;;1615;2020965768829;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC ISSAMBRE;;1616;2054228608874;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC LA CROIX;;1617;2090059377305;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC LAVANDOU;;1618;2059828236588;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC MAXIME;;1619;2080099942366;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC NOEL TROPEZ;;1620;2089456364834;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC PORT GRIMAUD;;1621;2003279387030;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC RAMATUELLE;;1622;2008585103961;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC SAINT AYGULF;;1623;2090836757504;VERRE;1,690000;5,416667;6,50;;6,50;6,50;;;;;;
VN BLANC TROPEZ;;1624;2058462400577;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN CAVALAIRE CLEAR LB;;1625;2089657796618;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN CLEAR CANNES;;1626;2038200092660;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN CLEAR CAVALAIRE;;1627;2029766850535;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN CLEAR LA CROIX;;1628;2064462423867;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN CLEAR MAXIME;;1629;2051673778770;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN CLEAR PORT GRIMAUD;;1630;2045728349572;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN CLEAR RAMATUELLE;;1631;2065270535650;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN CLEAR TROPEZ;;1632;2088909251202;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN CLEAR UNI;;1633;2095418302301;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN LA CROIX CLEAR LB;;1634;2056825007500;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN MAXIME CLEAR LB;;1635;2005272433912;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN NOIR NOEL;;1636;2063910965911;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN PORT GRIMAUD CLEAR LB;;1637;2018131890474;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN RAMATUELLE CLEAR LB;;1638;2029957417080;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN TROPEZ CLEAR LB;;1639;2032585186822;VERRE;1,600000;5,416667;6,50;;6,50;6,50;;;;;;
VN UP FACETTE VERRE;;1640;;VERRE;0,150000;8,333333;10,00;;10,00;10,00;;;;;;
WALLET BLEU JEAN;;1641;;POCHETTE;4,900000;8,333333;10,00;;10,00;10,00;;;;;;
WALLET CALA;;1642;2040547727792;POCHETTE;3,500000;8,333333;10,00;;10,00;10,00;;;;;;
WALLET PHOTO TROPEZ;;1643;;POCHETTE;4,900000;8,333333;10,00;;10,00;10,00;;;;;;
WALLET VICHY;;1644;2067316986068;POCHETTE;3,500000;8,333333;10,00;;10,00;10,00;;;;;;
WHISKY CLEAR TROPEZ;;1645;2017574079408;VERRE;1,490000;8,333333;10,00;;10,00;10,00;;;;;;
WHISKY CLEAR UNI;;1646;2068628113784;VERRE;1,490000;8,333333;10,00;;10,00;10,00;;;;;;
WHITE TROPEZ 150 ROSE;;1647;3760004440369;VIN;12,750000;20,833333;25,00;;25,00;25,00;;;;;;
WHITE TROPEZ 300 ROSE;;1648;3760004441236;VIN;47,500000;70,833333;85,00;;85,00;85,00;;;;;;
WHITE TROPEZ 600 ROSE;;1649;2027962121831;VIN;235,000000;249,166667;299,00;;299,00;299,00;;;;;;
WHITE TROPEZ 75 ROSE;;1650;3760004440178;VIN;4,400000;13,333333;16,00;;16,00;16,00;;;;;;
WIND PROOF BEIGE;5;1651;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1814;2085617008678;9525;;
WIND PROOF BEIGE;4;1652;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1813;2053398270805;9524;;
WIND PROOF BEIGE;2;1653;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1811;2049658150758;9522;;
WIND PROOF BEIGE;1;1654;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1810;2035664383488;9521;;
WIND PROOF BEIGE;3;1655;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1812;2034869478234;9523;;
WIND PROOF BLANC;2;1656;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1816;2001968861106;9532;;
WIND PROOF BLANC;1;1657;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1815;2008006112794;9531;;
WIND PROOF BLANC;4;1658;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1818;2042763264693;9534;;
WIND PROOF BLANC;5;1659;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1819;2087128846527;9535;;
WIND PROOF BLANC;3;1660;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1817;2092390999727;9533;;
WIND PROOF BLEU;1;1661;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1805;2079766058851;9511;;
WIND PROOF BLEU;2;1662;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1806;2001721308268;9512;;
WIND PROOF BLEU;3;1663;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1807;2001794612262;9513;;
WIND PROOF BLEU;4;1664;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1808;2064527758286;9514;;
WIND PROOF BLEU;5;1665;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1809;2022231002910;9515;;
WIND PROOF FUSHIA;1;1666;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1800;2012272192206;9501;;
WIND PROOF FUSHIA;2;1667;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1801;2042419082831;9502;;
WIND PROOF FUSHIA;3;1668;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1802;2024620618559;9503;;
WIND PROOF FUSHIA;4;1669;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1803;2040834604270;9504;;
WIND PROOF FUSHIA;5;1670;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1804;2058504633109;9505;;
WIND PROOF ROSE;2;1671;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1821;2079612148965;9542;;
WIND PROOF ROSE;1;1672;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1820;2074800782365;9541;;
WIND PROOF ROSE;3;1673;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1822;2058440924835;9543;;
WIND PROOF ROSE;4;1674;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1823;2039100274194;9544;;
WIND PROOF ROSE;5;1675;;VETEMENT;18;32,500000;39,00;;39,00;39,00;;1824;2007717732062;9545;;
;;;;;;;;;;;;;;;;
