Nom;Liste des attributs;Identifiant produit;ean13;Nom catégorie par défaut;wholesale_price;Prix de vente HT;Prix de vente TTC avant remises;Montant de la remise;Prix barré TTC;Prix de vente TTC final;;Identifiant déclinaison;ean13 décl.;Référence déclinaison;Impact sur prix de vente (HT/TTC suivant PS version);Impact sur prix de vente TTC
 BIG POCHETTE TROPEZ MARINE 2025;;1;2032313697903;POCHETTE;8,050000;16,666667;20,00;;20,00;20,00;;;;;;
ABSOLU VERRE 38 CL;;4;2055225476183;VERRE;2,760000;8,333333;10,00;;10,00;10,00;;;;;;
ACCROCHE SAC SAINT TROPEZ;;5;0550487647231;ART DE LA TABLE;3,350000;8,333333;10,00;;10,00;10,00;;;;;;
AFFICHE JOHNY;;6;2042923730600;DIVERS;4,500000;8,333333;10,00;;10,00;10,00;;;;;;
AIR BEACH G&T  UNI;;7;2031342681815;VERRE;3,300000;8,333333;10,00;;10,00;10,00;;;;;;
AIR BEACH G&T CLEAR TROPEZ;;8;2095513267659;VERRE;2,690000;8,333333;10,00;;10,00;10,00;;;;;;
AIR BEACH G&T CLEAR UNI;;9;2019879283993;VERRE;3,210000;8,333333;10,00;;10,00;10,00;;;;;;
AIR BEACH G&T TROPEZ;;10;2007117863564;VERRE;2,690000;8,333333;10,00;;10,00;10,00;;;;;;
AIR BEACH KRAFT;;11;2067139247698;VERRE;3,590000;8,333333;10,00;;10,00;10,00;;;;;;
ARTICLE DIVERS;;12;2034154634352;BRADERIE;;4,166667;5,00;;5,00;5,00;;3065;;;;
ASSIETTE 24 TROPEZ;;13;2010991311731;ASSIETTE;2,100000;7,083333;8,50;;8,50;8,50;;;;;;
ASSIETTE 24 UNI;;14;2030047740469;ASSIETTE;2,100000;7,083333;8,50;;8,50;8,50;;;;;;
ASSIETTE 27 CM CLEAR BLEUE;;15;2066917316700;ASSIETTE;;7,083333;8,50;;8,50;8,50;;;;;;
ASSIETTE 27 CM CLEAR UNI;;16;2021635912405;ASSIETTE;;7,083333;8,50;;8,50;8,50;;;;;;
ASSIETTE 27 TROPEZ;;17;2085279702822;ASSIETTE;2,300000;7,083333;8,50;;8,50;8,50;;;;;;
ASSIETTE 27 UNI;;18;2080063326079;ASSIETTE;2,100000;7,083333;8,50;;8,50;8,50;;;;;;
ASSIETTE CREUSE BEBE;;19;2077859782911;ENFANT;2,000000;16,666667;20,00;;20,00;20,00;;;;;;
ASSIETTE VICHY APERITIF I LOVE YOU;;20;4515212793634;ASSIETTE;4,500000;10,000000;12,00;;12,00;12,00;;;;;;
BABY GOURDE BLANCHE;;21;;ENFANT;6,200000;12,500000;15,00;;15,00;15,00;;;;;;
BABY GOURDE BLEUE;;22;2068105699275;ENFANT;6,200000;12,500000;15,00;;15,00;15,00;;;;;;
BABY GOURDE MAUVE;;23;;ENFANT;6,200000;12,500000;15,00;;15,00;15,00;;;;;;
BABY GOURDE ROSE;;24;2066924124961;ENFANT;6,200000;12,500000;15,00;;15,00;15,00;;;;;;
BAGUE ACIER 1000-80;;25;2029892945952;BIJOUX;5,450000;12,500000;15,00;;15,00;15,00;;;;;;
BAGUE ACIER 1500-80;;26;2029718609327;BIJOUX;5,450000;12,500000;15,00;;15,00;15,00;;;;;;
BAGUE ACIER 1600-80;;27;2010767820023;BIJOUX;5,450000;12,500000;15,00;;15,00;15,00;;;;;;
BAGUE ACIER 2000-80;;28;2079497052586;BIJOUX;7,450000;16,666667;20,00;;20,00;20,00;;;;;;
BAGUE ACIER 2600-80;;29;2038690781679;BIJOUX;7,450000;16,666667;20,00;;20,00;20,00;;;;;;
BALLON FOOT;;30;2028944819623;PLAGE JEUX DIVERS;3,000000;8,333333;10,00;;10,00;10,00;;;;;;
BALLON GONFLABLE;;31;2074058587156;PLAGE JEUX DIVERS;0,500000;1,666667;2,00;;2,00;2,00;;;;;;
BALLON OPTIQUE  TROPEZ 58 CL;;32;2078557418324;VERRE;3,420000;8,333333;10,00;;10,00;10,00;;;;;;
BALLON OPTIQUE UNI 58 CL;;33;2052586462923;VERRES 10 €;3,420000;8,333333;10,00;;10,00;10,00;;;;;;
BALLON PIED BLEU 58 CL;;34;2044424874579;VERRE;3,330000;8,333333;10,00;;10,00;10,00;;;;;;
BALLON PIED JAUNE 58 CL;;35;2059929772732;VERRE;3,330000;8,333333;10,00;;10,00;10,00;;;;;;
BALLON PIED ORANGE 58 CL;;36;2002220778491;VERRE;3,330000;8,333333;10,00;;10,00;10,00;;;;;;
BALLON PIED ROSE 58 CL;;37;2051799784747;VERRE;3,330000;8,333333;10,00;;10,00;10,00;;;;;;
BALLON PIED ROUGE 58 CL;;38;2067047357762;VERRE;3,330000;8,333333;10,00;;10,00;10,00;;;;;;
BALLON PIED VERT 58 CL;;39;2044905677897;VERRE;3,330000;8,333333;10,00;;10,00;10,00;;;;;;
BALLOON CLEAR TROPEZ;;40;2015385016773;VERRE;3,130000;8,333333;10,00;;10,00;10,00;;;;;;
BALLOON TROPEZ;;41;2012414131346;VERRE;3,130000;8,333333;10,00;;10,00;10,00;;;;;;
BANANE CEINTURE;;42;2007887283401;BRADERIE;4,000000;8,333333;10,00;;10,00;10,00;;;;;;
BANDOULIERE  ORANGE;;43;2046582991785;VETEMENT;5,000000;12,500000;15,00;;15,00;15,00;;;;;;
BANDOULIERE BEIGE OR ;;44;2059728499762;VETEMENT;5,000000;12,500000;15,00;;15,00;15,00;;;;;;
BANDOULIERE BLEUE;;45;2050833319440;VETEMENT;5,000000;12,500000;15,00;;15,00;15,00;;;;;;
BATHROOM TOWEL;;46;3336295650703;SERVIETTE;10,300000;20,833333;25,00;;25,00;25,00;;;;;;
BAVOIR BLEU;;47;2035174778453;ENFANT;3,500000;8,250000;9,90;;9,90;9,90;;;;;;
BAVOIR ROSE;;48;2054936110928;ENFANT;3,500000;8,250000;9,90;;9,90;9,90;;;;;;
BEACH PARTY SANS LOGO;;49;2097357659836;VERRE;2,160000;5,416667;6,50;;6,50;6,50;;;;;;
BEACH PARTY TROPEZ;;50;2030425621229;VERRE;2,480000;5,416667;6,50;;6,50;6,50;;;;;;
BEACH TW BEIGE TROPEZ NEW;;51;2042335033771;SERVIETTE;23,980000;40,833333;49,00;;49,00;49,00;;;;;;
BEACH TW BLACK TROPEZ;;52;2095563213446;SERVIETTE;23,980000;40,833333;49,00;;49,00;49,00;;;;;;
BEACH TW BLANC TROPEZ;;53;2061987499049;SERVIETTE;23,980000;40,833333;49,00;;49,00;49,00;;;;;;
BEACH TW BLEUE TROPEZ;;54;;SERVIETTE;23,980000;40,833333;49,00;;49,00;49,00;;;;;;
BEACH TW BLUE JEANS NEW;;55;2027035704848;SERVIETTE;23,980000;40,833333;49,00;;49,00;49,00;;;;;;
BEACH TW ROSE MAXIME;;56;2040322813856;SERVIETTE;23,980000;40,833333;49,00;;49,00;49,00;;;;;;
BEACH TW ROSE TROPEZ;;57;2029763880894;SERVIETTE;23,980000;40,833333;49,00;;49,00;49,00;;;;;;
BIG BK OR TROPEZ;;58;2009936718063;VERRE;5,800000;10,000000;12,00;;12,00;12,00;;;;;;
BIG FOLDING CANNES;;59;2077482907781;SAC;13,250000;35,000000;42,00;;42,00;42,00;;;;;;
BIG FOLDING MAXIME AQUA;;60;2050998513240;SAC;12,600000;35,000000;42,00;;42,00;42,00;;;;;;
BIG FOLDING TROPEZ BEIGE 2025;;61;2069551744205;SAC;13,250000;35,000000;42,00;;42,00;42,00;;;;;;
BIG FOLDING TROPEZ BLEU;;62;3919724601165;SAC;13,100000;35,000000;42,00;;42,00;42,00;;;;;;
BIG FOLDING TROPEZ NAVY 2025;;63;2093684197737;SAC;13,250000;35,000000;42,00;;42,00;42,00;;;;;;
BIG FOLDING TROPEZ ROUGE;;64;2078607812799;SAC;12,600000;35,000000;42,00;;42,00;42,00;;;;;;
BIG FOLDING TROPEZ TERRACOTA;;65;3954037706701;SAC;13,100000;35,000000;42,00;;42,00;42,00;;;;;;
BIG FOLDING TROPEZ VICHY;;66;2049122881539;SAC;12,600000;35,000000;42,00;;42,00;42,00;;;;;;
BIG GIN CLEAR 86 CL TROPEZ;;67;2071886786812;VERRE;3,540000;8,333333;10,00;;10,00;10,00;;;;;;
BIG POCHETTE BEIGE 2025;;68;;POCHETTE;8,050000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE CANNES 2025;;69;2059672260685;POCHETTE;8,050000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE CANVA BLANCHE;;70;;POCHETTE;7,990000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE CANVA NAVY;;71;;POCHETTE;7,990000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE EPONGE JAUNE;;72;;POCHETTE;7,990000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE EPONGE VERTE;;73;;POCHETTE;7,990000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE LETTRE ;;74;2035764739581;POCHETTE;12,000000;24,166667;29,00;;29,00;29,00;;;;;;
BIG POCHETTE MAXIME AQUA;;75;2003975204778;POCHETTE;7,600000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE ORANGE;;76;4203313111968;POCHETTE;7,990000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE ORANGE VICHY 2025;;77;;POCHETTE;8,050000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE ORDINATEUR NEOPRENE;;78;2027699998539;BRADERIE;6,000000;10,000000;12,00;;12,00;12,00;;;;;;
BIG POCHETTE TROPEZ BLEUE;;79;4162625116330;POCHETTE;7,990000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE TROPEZ CLOCHER COLOR;;80;2019325647591;POCHETTE;7,600000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE TROPEZ CORAIL;;81;2044161932693;POCHETTE;7,600000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE TROPEZ JEAN BLEU;;82;2065637959853;POCHETTE;7,600000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE TROPEZ NOIR;;83;2000398900065;POCHETTE;7,600000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE TROPEZ NUANCE BLEUE;;84;2006250216824;POCHETTE;7,600000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE TROPEZ NUANCE ROSE;;85;2068460090014;POCHETTE;7,600000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE TROPEZ ORANGE 2025;;86;2032740494687;POCHETTE;8,050000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE TROPEZ ROUGE;;87;2021351421335;POCHETTE;7,600000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE TROPEZ VICHY;;88;4208942784569;POCHETTE;7,990000;16,666667;20,00;;20,00;20,00;;;;;;
BIG POCHETTE TROPEZ VICHY 2025;;89;2019244139306;POCHETTE;8,050000;16,666667;20,00;;20,00;20,00;;;;;;
BK VERRE   CLEAR UNI;;90;2038672674814;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE   OR TROPEZ;;91;2096296926856;VERRE;7,860000;12,500000;15,00;;15,00;15,00;;;;;;
BK VERRE   OR UNI;;92;2015477916639;VERRE;7,860000;12,500000;15,00;;15,00;15,00;;;;;;
BK VERRE  CLEAR CANNES;;93;2055960935709;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE  CLEAR TROPEZ;;94;2033835995362;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE BST;;95;2004072162381;VERRE;2,840000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE COULEUR BLEU TROPEZ;;96;2099896780828;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE COULEUR FUSHIA TROPEZ;;97;2061070934662;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE COULEUR JAUNE TROPEZ;;98;2013051464439;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE COULEUR NOIR TROPEZ;;99;2073737962260;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE COULEUR ORANGE TROPEZ;;100;2083112534111;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE COULEUR ROUGE TROPEZ;;101;2029570926228;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE COULEUR VERT TROPEZ;;102;2004657991054;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE COULEUR VIOLET TROPEZ;;103;2082683329393;VERRE;2,940000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE UNI;;104;2071742402702;VERRE;2,780000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE VILLAGE CANNES;;105;2045569156261;VERRE;2,980000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE VILLAGE CAVALAIRE;;106;2027986373537;VERRE;2,890000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE VILLAGE LA CROIX VALMER;;107;2095188965072;VERRE;2,840000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE VILLAGE MAXIME;;108;2023419112247;VERRE;2,840000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE VILLAGE PORT GRIMAUD;;109;2077132666938;VERRE;2,840000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE VILLAGE RAMATUELLE;;110;2041540582449;VERRE;2,840000;7,083333;8,50;;8,50;8,50;;;;;;
BK VERRE VILLAGE TROPEZ;;111;2079739543483;VERRE;2,840000;7,083333;8,50;;8,50;8,50;;;;;;
BLOC PAGE;;112;2048609036554;PAPETERIE;4,700000;8,333333;10,00;;10,00;10,00;;;;;;
BLOOMER COUCHE ENFANT;;113;2057573869648;BRADERIE;4,900000;4,166667;5,00;;5,00;5,00;;;;;;
BOB;;114;;CASQUETTE ;5,000000;10,000000;12,00;;12,00;12,00;;;;;;
BOB ENFANT BLEU;;115;2016825601375;CASQUETTE ;7,200000;12,500000;15,00;;15,00;15,00;;;;;;
BOB ENFANT RAYE;;116;2011501428895;BRADERIE;1,000000;4,166667;5,00;;5,00;5,00;;;;;;
BOB ENFANT ROSE;;117;2023998218095;CASQUETTE ;7,200000;12,500000;15,00;;15,00;15,00;;;;;;
BOB FROUFROU BLEU ST;;118;2098665680017;CASQUETTE ;7,700000;18,333333;22,00;;22,00;22,00;;;;;;
BOB FROUFROU ORANGE ST;;119;2028500729564;CASQUETTE ;7,700000;18,333333;22,00;;22,00;22,00;;;;;;
BOB FROUFROU TAUPE ST;;120;2086849004131;CASQUETTE ;7,700000;18,333333;22,00;;22,00;22,00;;;;;;
BOB PANO SAINT TROPEZ 54;;121;5324747206934;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;;;;;
BOB PANO SAINT TROPEZ 56;;122;5324747206934;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;;;;;
BOB RAIN BLEU;;123;2058578168262;CASQUETTE ;7,200000;12,500000;15,00;;15,00;15,00;;;;;;
BOB RAIN ROSE;;124;2071339007952;CASQUETTE ;7,200000;12,500000;15,00;;15,00;15,00;;;;;;
BOB SAINT TROPEZ;BEIGE,54;125;;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;1997;2011711531798;;;
BOB SAINT TROPEZ;BLANC,54;126;;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;1994;2023596448610;;;
BOB SAINT TROPEZ;ROUGE,58;127;;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;2003;2062734033837;;;
BOB SAINT TROPEZ;ROUGE,54;128;;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;1998;2002607384062;;;
BOB SAINT TROPEZ;BLEU,54;129;;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;1995;2038556364572;;;
BOB SAINT TROPEZ;BLANC,58;130;;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;1999;2055956819143;;;
BOB SAINT TROPEZ;BEIGE,58;131;;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;2002;2099934522007;;;
BOB SAINT TROPEZ;ROSE,54;132;;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;1996;2031713736458;;;
BOB SAINT TROPEZ;BLEU,58;133;;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;2000;2031173312032;;;
BOB SAINT TROPEZ;ROSE,58;134;;CASQUETTE ;6,800000;16,666667;20,00;;20,00;20,00;;2001;2074927458556;;;
BOBINE TPE 57X40X12;;135;2007998673740;CONSOMABLE INTERNE BOUTIQUE;0,349000;0,349000;0,42;;0,42;0,42;;;;;;
BOL BLEU;;136;2050503916894;ENFANT;3,310000;6,666667;8,00;;8,00;8,00;;;;;;
BOL ROSE;;137;2000723434043;ENFANT;3,310000;6,666667;8,00;;8,00;8,00;;;;;;
BOLDUC;BLANC;138;;CONSOMABLE INTERNE BOUTIQUE;5,000000;3,590000;4,31;;0,12;0,12;;1959;2042947965750;;3,490000;4,19
BOLDUC;NOIR;139;;CONSOMABLE INTERNE BOUTIQUE;5,000000;2,190000;2,63;;0,12;0,12;;1960;2020929319104;;2,090000;2,51
BOLDUC;OR;140;;CONSOMABLE INTERNE BOUTIQUE;5,000000;5,390000;6,47;;0,12;0,12;;1961;2046005727151;;5,290000;6,35
BOLDUC;ARGENT;141;;CONSOMABLE INTERNE BOUTIQUE;5,000000;0,100000;0,12;;0,12;0,12;;2934;;;;
BOLDUC;BLEU;142;;CONSOMABLE INTERNE BOUTIQUE;5,000000;2,190000;2,63;;0,12;0,12;;1962;2051232508596;;2,090000;2,51
BOLDUC;ROSE;143;;CONSOMABLE INTERNE BOUTIQUE;5,000000;0,100000;0,12;;0,12;0,12;;3040;;;;
BOLDUC;GRIS FONCE;144;;CONSOMABLE INTERNE BOUTIQUE;5,000000;0,100000;0,12;;0,12;0,12;;2935;;;;
BOLDUC KDO;;145;;CONSOMABLE INTERNE BOUTIQUE;15,000000;0,100000;0,12;;0,12;0,12;;;;;;
BOLDUC TISSU;;146;;EMBALLAGE;41,600000;0,000000;;;;0,00;;;;;;
BOLS TROPEZ;;147;2092394770773;VERRE;1,440000;5,416667;6,50;;6,50;6,50;;;;;;
BONNE DEGUSTATION;;148;2044511529368;CONSOMABLE INTERNE BOUTIQUE;7,640000;7,640000;9,17;;9,17;9,17;;;;;;
BONNET LAINE B;GRIS FONCE;149;;PRODUITS BLONDE;8,000000;16,666667;20,00;;20,00;20,00;;2629;2093803105377;;;
BONNET LAINE B;ARGENT;150;;PRODUITS BLONDE;8,000000;16,666667;20,00;;20,00;20,00;;2628;2087270117629;;;
BONNET LAINE B;BEIGE;151;;PRODUITS BLONDE;8,000000;16,666667;20,00;;20,00;20,00;;2631;2083496419363;;;
BONNET LAINE B;VERT;152;;PRODUITS BLONDE;8,000000;16,666667;20,00;;20,00;20,00;;2630;2057583257763;;;
BONNET LAINE B;NOIR;153;;PRODUITS BLONDE;8,000000;16,666667;20,00;;20,00;20,00;;2632;2027792148961;;;
BOUCHON VIN;;154;8056324621843;BOUCHONS;1,500000;2,500000;3,00;;3,00;3,00;;;;;;
BOUCHONS CHAMPAGNE;;155;2013159305580;BOUCHONS;2,850000;8,333333;10,00;;10,00;10,00;;;;;;
BOUCLE OREILLE;;156;;BIJOUX;4,900000;16,666667;20,00;;20,00;20,00;;;;;;
BOUGIE / DIFFUSEUR  PARFUME;;157;2015291170675;BRADERIE;5,000000;8,333333;10,00;;10,00;10,00;;;;;;
BOUGIE BLANCHES;;158;2028130604804;ART DE LA TABLE;4,000000;12,500000;15,00;;15,00;15,00;;;;;;
BOUGIE BLEUES;;159;2056027978868;ART DE LA TABLE;3,050000;12,500000;15,00;;15,00;15,00;;;;;;
BOUGIE ORANGE;;160;;ART DE LA TABLE;4,000000;12,500000;15,00;;15,00;15,00;;;;;;
BOUGIE PRISME;;161;2057175284849;ART DE LA TABLE;4,000000;12,500000;15,00;;15,00;15,00;;;;;;
BOUGIE ROUGE;;162;2036209952930;ART DE LA TABLE;4,000000;12,500000;15,00;;15,00;15,00;;;;;;
BOULE NEIGE BEAR;;163;2068063438053;BRADERIE;5,000000;8,333333;10,00;;10,00;10,00;;;;;;
BOULE NEIGE BRADERIE;;164;2066874667570;ART DE LA TABLE;5,000000;8,333333;10,00;;10,00;10,00;;;;;;
BOULE NEIGE LADY;;165;2093453528021;BRADERIE;5,000000;8,333333;10,00;;10,00;10,00;;;;;;
BOULE NEIGE MAN;;166;2070703863361;BRADERIE;5,000000;8,333333;10,00;;10,00;10,00;;;;;;
BR BIERE TROPEZ;;167;2089602160891;VERRE;1,580000;5,416667;6,50;;6,50;6,50;;;;;;
BRACELET BEIGE TROPEZ;;168;2031275086350;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BRACELET BLEU CAVALAIRE;;169;2020345301240;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BRACELET BLEU MAXIME;;170;2020345301240;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BRACELET F/H 2000-87;;171;2009954231926;BIJOUX;7,450000;16,666667;20,00;;20,00;20,00;;;;;;
BRACELET FANTAISIE;;172;2020823473117;PORTE CLEF & BRACELET;2,490000;8,333333;10,00;;10,00;10,00;;;;;;
BRACELET HOMME;;173;;BIJOUX;10,000000;25,000000;30,00;;30,00;30,00;;;;;;
BRACELET LETTRE;BLANC,STRASS PETITE LETTRE;174;2057551482630;PORTE CLEF & BRACELET;3,400000;8,333333;10,00;;10,00;10,00;;2018;2039740605877;;;
BRACELET LETTRE;BLANC,STRASS GRANDE LETTRE;175;2057551482630;PORTE CLEF & BRACELET;3,400000;8,333333;10,00;;10,00;10,00;;2013;2004602146904;;;
BRACELET LETTRE;NOIR,STRASS GRANDE LETTRE;176;2057551482630;PORTE CLEF & BRACELET;3,400000;8,333333;10,00;;10,00;10,00;;2014;2053669535152;;;
BRACELET LETTRE;BLEU CIEL,LETTRE METAL;177;2057551482630;PORTE CLEF & BRACELET;3,400000;8,333333;10,00;;10,00;10,00;;2025;2021220421695;;;
BRACELET LETTRE;ROSE,LETTRE METAL;178;2057551482630;PORTE CLEF & BRACELET;3,400000;8,333333;10,00;;10,00;10,00;;2027;2012173497905;;;
BRACELET LETTRE;BLEU ROI,LETTRE METAL;179;2057551482630;PORTE CLEF & BRACELET;3,400000;8,333333;10,00;;10,00;10,00;;2026;2068922210240;;;
BRACELET LETTRE;NOIR,STRASS PETITE LETTRE+B60;180;2057551482630;PORTE CLEF & BRACELET;3,400000;8,333333;10,00;;10,00;10,00;;2019;2012959845722;;;
BRACELET MANCHETTE BLANC;;181;;PORTE CLEF & BRACELET;3,980000;8,333333;10,00;;10,00;10,00;;;;;;
BRACELET MANCHETTE BLEU;;182;;PORTE CLEF & BRACELET;3,980000;8,333333;10,00;;10,00;10,00;;;;;;
BRACELET MARRON TROPEZ;;183;2037795122455;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BRACELET MULTICOLOR TROPEZ;;184;2093790721635;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BRACELET NOIR MAXIME;;185;2067240682104;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BRACELET ORANGE MAXIME;;186;2066407282454;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BRACELET ORANGE TROPEZ;;187;2056856528883;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BRACELET RED TROPEZ;;188;2012535294791;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BRACELET ROSE TROPEZ;;189;2066407282454;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BRACELET SERPENT;;190;2098584825506;PORTE CLEF & BRACELET;2,990000;8,333333;10,00;;10,00;10,00;;;;;;
BRACELET VICHY;;191;2034029182315;PORTE CLEF & BRACELET;5,030000;12,500000;15,00;;15,00;15,00;;;;;;
BREW BEACH CLEAR;;192;2093465701696;VERRE;2,420000;5,416667;6,50;;6,50;6,50;;;;;;
BRIQUET TROPEZ;;193;2092017263422;DIVERS;1,320000;4,166667;5,00;;5,00;5,00;;;;;;
BRUT MINI  20 CL BLEU;;194;2084694371378;VIN;3,825000;10,000000;12,00;;12,00;12,00;;;;;;
BRUT MINI  20 CL JAUNE;;195;2062183294575;VIN;3,825000;10,000000;12,00;;12,00;12,00;;;;;;
BRUT MINI  20 CL RED;;196;2038370541005;VIN;3,825000;10,000000;12,00;;12,00;12,00;;;;;;
BRUT MINI 20 CL VERT;;197;2049274918435;VIN;3,825000;10,000000;12,00;;12,00;12,00;;;;;;
BRUT ORO 150;;198;2033301545343;VIN;45,900000;79,166667;95,00;;95,00;95,00;;;;;;
BRUT ORO 300;;199;2071628230313;VIN;252,800000;332,500000;399,00;;399,00;399,00;;;;;;
BRUT ORO 75;;200;2048344419391;VIN;22,950000;40,833333;49,00;;49,00;49,00;;;;;;
BRUT PLATINE 150;;201;2089742434777;VIN;45,900000;79,166667;95,00;;95,00;95,00;;;;;;
BRUT PLATINE 75;;202;2054622542477;VIN;22,900000;40,833333;49,00;;49,00;49,00;;;;;;
BRUT V12 75;;203;8032738620849;VIN;22,950000;40,833333;49,00;;49,00;49,00;;;;;;
BT * B * 33 CL;;204;2011265076141;BIERE BT;1,510000;2,916667;3,50;;3,50;3,50;;;;;;
BT BLONDE 150 CL;;205;2029661092115;BIERE BT;14,500000;20,000000;24,00;;24,00;24,00;;;;;;
BT BLONDE 33 CL;;206;3770004393008;BIERE BT;3,110000;4,916667;5,90;;5,90;5,90;;;;;;
BT BLONDE 75 CL;;207;2016821650216;BIERE BT;6,250000;12,083333;14,50;;14,50;14,50;;;;;;
BT FACTICE LAMBORGHINI 75;;208;2069565283165;VIN;10,000000;20,833333;25,00;;25,00;25,00;;;;;;
Cadeaux  Clients;;209;;Accueil;;8,333333;10,00;;10,00;10,00;;;;;;
Cadeaux Clients;;210;;Accueil;;8,333333;10,00;;10,00;10,00;;;;;;
CALICE BLONDE;;211;2022856615960;VERRE;3,045000;7,083333;8,50;;8,50;8,50;;;;;;
CALICE CLEAR BLONDE;;212;2035359826184;VERRE;2,850000;5,416667;6,50;;6,50;6,50;;;;;;
CALICE METALISE;OR ROSE;213;2066523448949;VERRE;3,400000;10,000000;12,00;;12,00;12,00;;3052;2061199600233;;;
CALICE METALISE;OR;214;2066523448949;VERRE;3,400000;10,000000;12,00;;12,00;12,00;;3047;2002951062142;;;
CALICE METALISE;BLEU;215;2066523448949;VERRE;3,400000;10,000000;12,00;;12,00;12,00;;3334;2073828385992;;;
CALICE METALISE;SILVER;216;2066523448949;VERRE;3,400000;10,000000;12,00;;12,00;12,00;;3053;2064378345215;;;
CALICE METALISE;PINK;217;2066523448949;VERRE;3,400000;10,000000;12,00;;12,00;12,00;;3054;2007771244020;;;
CALICE METALISE;VIOLET;218;2066523448949;VERRE;3,400000;10,000000;12,00;;12,00;12,00;;3055;2084746282720;;;
CALICE NOIR BLONDE;;219;2020692523388;VERRE;3,045000;7,083333;8,50;;8,50;8,50;;;;;;
CANVA ORIGIN;;220;2042917784565;SAC;12,000000;40,833333;49,00;;49,00;49,00;;;;;;
CARAFE 12 X 12;;221;2025644487893;VERRE;;10,000000;12,00;;12,00;12,00;;;;;;
CARAFE 150 CL LOGO TROPEZ;;222;2007284185506;VERRE;5,950000;16,666667;20,00;;20,00;20,00;;;;;;
